Date file: /home/fk1j/ib9503_04/test_case9_hfb/hfb320_10.cdf
19 Variables plus time, with 601 values each

              T           DELV           PDYN         THRUST          TASCG          ALFCG            THE              Q           QDOT           AXCG           AZCG           AYCG              P              R           PDOT           RDOT          BETCG            PHI           DAIL           DRUD
              S            RAD             PA              N            M/S            RAD            RAD          RAD/S         RAD/S2           M/S2           M/S2           M/S2          RAD/S          RAD/S         RAD/S2         RAD/S2            RAD            RAD            RAD            RAD

       14.90000    -0.00724842       4648.530       11564.93       108.1462      0.1071788      0.0869876     0.00568782      0.0002870       0.916453      -10.04708     -0.0238477     0.00849667    -0.00348544    -0.01228421     0.00232363    -0.00015351     0.01381700    -0.03909117    -0.01597507
       15.00000    -0.00780551       4645.049       11515.41       108.1903      0.1078678      0.0871647     0.00568782     -0.0057408       0.935334      -10.06148     -0.0433429     0.00606873    -0.00278835    -0.01705336     0.00435680     0.00025399     0.01485415    -0.03918901    -0.01562729
       15.10000    -0.00743411       4645.049       11545.58       108.1909      0.1088011      0.0880504     0.00465448     -0.0078936       0.935093      -10.06224     -0.0734846     0.00537504    -0.00278835    -0.01054996    -0.00058090    -0.00080531     0.01537273    -0.03909117    -0.01577634
       15.20000    -0.00743411       4648.530       11545.58       108.1911      0.1088824      0.0891131     0.00431003     -0.0011482       0.935833      -10.24379     -0.0567113     0.00398764    -0.00278835    -0.00289040     0.00000000    -0.00235537     0.01537273    -0.03914009    -0.01577634
       15.30000    -0.00799120       4645.049       11565.68       108.1912      0.1088656      0.0891131     0.00413781     -0.0074630       0.935138      -10.24603     -0.0504226     0.00450792    -0.00278835    -0.00606985     0.00000000    -0.00007867     0.01589131    -0.03909117    -0.01577634
       15.40000    -0.00780551       4645.049       11545.61       108.1919      0.1087481      0.0892902     0.00293224     -0.0091853       0.934946      -10.19759     -0.0612003     0.00260025    -0.00278835    -0.01604174     0.00000000     0.00039911     0.01589131    -0.03909117    -0.01582602
       15.50000    -0.00799120       4658.967       11548.56       108.3687      0.1085992      0.0896445     0.00258779      0.0010046       0.926295      -10.05908     -0.0581181     0.00155971    -0.00278835    -0.01517462    -0.00058090     0.00055592     0.01537273    -0.03909117    -0.01567697
       15.60000    -0.00724842       4676.367       11550.78       108.5010      0.1069090      0.0892902     0.00293224      0.0017222       0.906833      -10.04657     -0.0631643    -0.00034795    -0.00278835    -0.01315133     0.00464726    -0.00010363     0.01485415    -0.03909117    -0.01577634
       15.70000    -0.00687703       4686.804       11601.08       108.5009      0.1059901      0.0907073     0.00293224      0.0022963       0.887351       -9.86243     -0.0682968    -0.00086823    -0.00209126    -0.00173425    -0.00116181     0.00015128     0.01537273    -0.03899334    -0.01592539
       15.80000    -0.00706272       4672.886       11588.78       108.3681      0.1051384      0.0907073     0.00362114      0.0139214       0.878861       -9.84604     -0.0486333    -0.00104165    -0.00278835    -0.00650340     0.00348544    -0.00083773     0.01537273    -0.03909117    -0.01577634
       15.90000    -0.00724842       4658.967       11556.65       108.8528      0.1053036      0.0905301     0.00534338      0.0100464       0.897982       -9.99457     -0.0806619    -0.00190877    -0.00139418    -0.00028903     0.00813270     0.00072809     0.01381700    -0.03909117    -0.01577634
       16.00000    -0.00687703       4676.365       11561.56       108.5436      0.1053219      0.0917701     0.00551560      0.0022963       0.897130      -10.04637     -0.0665257    -0.00086823    -0.00139418     0.02023279     0.00377590    -0.00015979     0.01537273    -0.03899334    -0.01577634
       16.10000    -0.00650563       4690.286       11561.56       108.5433      0.1053721      0.0919472     0.00603228      0.0051667       0.897448      -10.04535     -0.0352733     0.00086601    -0.00069709    -0.01474104    -0.00232363     0.00148708     0.01381700    -0.03909117    -0.01577634
       16.20000    -0.00650563       4700.723       11571.61       108.5431      0.1060948      0.0926557     0.00637672     -0.0004306       0.935921      -10.24354     -0.1189365    -0.00312274    -0.00174272    -0.01604174    -0.00464725     0.00270532     0.01537273    -0.03899334    -0.01577634
       16.30000    -0.00687703       4693.764       11556.65       108.8524      0.1072085      0.0938956     0.00603228     -0.0017222       0.935777      -10.21947     -0.1212383    -0.00225562    -0.00139418    -0.01763144     0.00232363     0.00194465     0.01381700    -0.03899334    -0.01577634
       16.40000    -0.00687703       4686.804       11566.72       108.8524      0.1074383      0.0942499     0.00603228     -0.0037315       0.935557      -10.19567     -0.0351425    -0.00659122    -0.00139418    -0.02008828     0.00319499     0.00224802     0.01381700    -0.03899334    -0.01577634
       16.50000    -0.00724842       4693.762       11579.64       108.8528      0.1076013      0.0947813     0.00534338     -0.0034445       0.935584      -10.24461     -0.0689496    -0.00572410    -0.00069709     0.00317944     0.00755179     0.00210394     0.01381700    -0.03899334    -0.01562729
       16.60000    -0.00687703       4693.764       11579.64       108.8528      0.1078310      0.0947813     0.00534337     -0.0034445       0.916040      -10.24461     -0.1120477    -0.00676464     0.00000000    -0.00997187     0.00755179     0.00170674     0.01070555    -0.03879767    -0.01577634
       16.70000    -0.00669133       4686.804       11559.55       108.8532      0.1087982      0.0961983     0.00465448     -0.0037315       0.945322      -10.24471     -0.0776821    -0.00745834     0.00069709    -0.01040546     0.00290454     0.00244832     0.01122412    -0.03909117    -0.01562729
       16.80000    -0.00650563       4693.762       11579.67       108.8532      0.1089131      0.0961983     0.00465448     -0.0007176       0.935881      -10.25591     -0.0558130    -0.00849888     0.00069709     0.00491364     0.00348544    -0.00015582     0.01018697    -0.03899334    -0.01582602
       16.90000    -0.00724842       4686.804       11580.38       108.8975      0.1093390      0.0953126     0.00431003     -0.0067454       0.944989      -10.25804     -0.0336439    -0.00711149     0.00139418    -0.00953834     0.00406635     0.00100223     0.00707552    -0.03899334    -0.01577634
       17.00000    -0.00743411       4690.286       11530.09       108.8980      0.1087961      0.0970840     0.00344891     -0.0071760       0.930280      -10.19688     -0.0580626    -0.00988627     0.00139418    -0.00202327    -0.00058090     0.00171943     0.00707552    -0.03909117    -0.01577634
       17.10000    -0.00724842       4690.284       11579.67       108.8540      0.1086480      0.0976153     0.00310446      0.0017222       0.936143      -10.24277     -0.0894120    -0.00711149     0.00139418     0.02456841     0.00000000     0.00140825     0.00707552    -0.03899334    -0.01577634
       17.20000    -0.00706272       4700.721       11599.81       108.8537      0.1086981      0.0969068     0.00362113      0.0035880       0.936351      -10.25437     -0.0756888    -0.00607095     0.00139418     0.00780409     0.00000000     0.00230681     0.00655694    -0.03889551    -0.01582602
       17.30000    -0.00724842       4700.723       11579.67       108.8537      0.1088129      0.0979696     0.00362113     -0.0015787       0.935783      -10.25620     -0.0596763    -0.00607095     0.00139418    -0.02977112     0.00000000     0.00255046     0.00655694    -0.03894442    -0.01577634
       17.40000    -0.00724842       4707.682       11579.67       108.8539      0.1090093      0.0981467     0.00327669     -0.0086112       0.964324      -10.24645     -0.0960715    -0.01092682     0.00139418    -0.02283416     0.00000000     0.00252637     0.00500121    -0.03899334    -0.01582602
       17.50000    -0.00743411       4700.723       11580.43       108.8987      0.1094834      0.0990323     0.00224334     -0.0011482       0.945598      -10.24379     -0.0504514    -0.01023312     0.00139418    -0.00375755    -0.00058090     0.00106796     0.00500121    -0.03909117    -0.01567697
       17.60000    -0.00724842       4676.365       11549.48       108.8541      0.1087461      0.0990323     0.00293224      0.0008611       0.945821      -10.24308     -0.0765699    -0.01196736     0.00139418     0.00086709     0.00464725    -0.00007775     0.00240833    -0.03909117    -0.01602476
       17.70000    -0.00706272       4679.843       11579.67       108.8545      0.1086794      0.0993866     0.00224334     -0.0043056       0.935479      -10.17134     -0.0531059    -0.00988627     0.00209126     0.01849856     0.00000000    -0.00013459     0.00240833    -0.03899334    -0.01582602
       17.80000    -0.00724842       4679.845       11579.67       108.8545      0.1086794      0.0995638     0.00224334     -0.0017222       0.945535      -10.24400     -0.0468890    -0.00919257     0.00139418    -0.00578075    -0.00580906     0.00139792     0.00137118    -0.03889551    -0.01602476
       17.90000    -0.00743411       4676.365       11579.67       108.8547      0.1085311      0.0997409     0.00189890     -0.0008611       0.935856      -10.24369     -0.0340604    -0.01023312     0.00139418     0.00621439     0.00871360    -0.00128740    -0.00122170    -0.03909117    -0.01577634
       18.00000    -0.00706272       4676.365       11529.34       108.8545      0.1086794      0.0997409     0.00224334      0.0088982       0.936932      -10.05628     -0.0447987    -0.00780518     0.00278835     0.02283417     0.00871360    -0.00197819    -0.00225885    -0.03909117    -0.01582602
       18.10000    -0.00724842       4679.843       11554.35       108.5449      0.1086656      0.0993866     0.00327669      0.0014352       0.945887      -10.24287     -0.0262129    -0.00624437     0.00278835     0.01661980    -0.00406635    -0.00229615    -0.00485173    -0.03909117    -0.01592539
       18.20000    -0.00724842       4672.884       11554.38       108.5453      0.1087136      0.1004495     0.00258779     -0.0017222       0.965081      -10.24399     -0.0503505    -0.00468355     0.00209126     0.00578078    -0.01219905    -0.00043426    -0.00174028    -0.03899334    -0.01577634
       18.30000    -0.00706272       4676.367       11554.38       108.5451      0.1094363      0.1004495     0.00293224     -0.0048797       0.964734      -10.44132     -0.0352432    -0.00520382     0.00069709    -0.00968285    -0.00813270     0.00465210    -0.00277743    -0.03889551    -0.01602476
       18.40001    -0.00706272       4676.367       11534.25       108.5459      0.1095322      0.1008037     0.00155445     -0.0133474       0.934483      -10.26038     -0.0730123    -0.00641779     0.00069709    -0.01994375     0.00522816     0.00302169    -0.00277743    -0.03899334    -0.01592539
       18.50000    -0.00799120       4700.723       11559.58       108.8553      0.1085458      0.1009808     0.00086555      0.0043056       0.907110      -10.04565     -0.0771208    -0.00849888     0.00139418    -0.00303493     0.00319499     0.00326933    -0.00329600    -0.03909117    -0.01567697
       18.60000    -0.00724842       4700.721       11559.55       108.8546      0.1075138      0.1004495     0.00207112      0.0060278       0.907301      -10.04504     -0.0923647    -0.00711149     0.00139418     0.00751502     0.00522817     0.00108337    -0.00588888    -0.03889551    -0.01567697
       18.70000    -0.00724842       4679.843       11559.55       108.8547      0.1068079      0.1009808     0.00189890      0.0014352       0.906796      -10.04667     -0.0705277    -0.00711149     0.00243981     0.01560818     0.00813270     0.00098263    -0.00951891    -0.03894442    -0.01562729
       18.80000    -0.00724842       4669.406       11559.55       108.8543      0.1067598      0.1018665     0.00258779      0.0074630       0.927004      -10.04453     -0.0287151    -0.00433670     0.00278835     0.00896026     0.00116182    -0.00171734    -0.00692603    -0.03909117    -0.01577634
       18.90001    -0.00724842       4672.884       11574.46       108.5449      0.1060234      0.1018665     0.00327669      0.0083242       0.907558       -9.97065     -0.0320415    -0.00503040     0.00278835     0.01690885    -0.00029045    -0.00131550    -0.00951891    -0.03909117    -0.01592539
       19.00000    -0.00724842       4665.924       11523.45       108.5003      0.1069114      0.1023978     0.00413781      0.0054538       0.941446      -10.14334     -0.0257167    -0.00121507     0.00278835     0.01242874     0.00000000    -0.00275855    -0.00900034    -0.03899334    -0.01597507
       19.10000    -0.00761981       4665.924       11553.64       108.5002      0.1070430      0.1022207     0.00431003      0.0000000       0.926190      -10.21886     -0.0114527    -0.00242904     0.00278835     0.01401846     0.00116181    -0.00276460    -0.00951891    -0.03889551    -0.01592539
       19.20000    -0.00743411       4665.924       11574.47       108.5443      0.1070428      0.1025750     0.00431003      0.0015787       0.906821      -10.04662     -0.0497620     0.00155971     0.00278835     0.01705336    -0.00900406     0.00180355    -0.00951891    -0.03879767    -0.01597507
       19.30000    -0.00724842       4679.845       11574.47       108.5441      0.1070763      0.1034606     0.00465448      0.0043056       0.916891      -10.05792     -0.0643101     0.00034574     0.00139418    -0.00910475    -0.00174272     0.00047028    -0.00951891    -0.03889551    -0.01607444
       19.40001    -0.00650563       4679.845       11574.47       108.5439      0.1071098      0.1038149     0.00499893      0.0000000       0.926193      -10.19433     -0.0080712     0.00051917     0.00243981    -0.00476914     0.00580906    -0.00499027    -0.00848176    -0.03889551    -0.01577634
       19.50000    -0.00706272       4672.884       11553.59       108.5000      0.1077658      0.1054090     0.00465448     -0.0040186       0.945291      -10.24481      0.0135349     0.00017232     0.00209126     0.02904855    -0.00697088    -0.00528327    -0.00951891    -0.03899334    -0.01602476
       19.60000    -0.00724842       4648.528       11523.45       108.5002      0.1088812      0.1047005     0.00431003     -0.0025834       0.964992      -10.24431     -0.0225027     0.00589531     0.00139418     0.04740252    -0.00319499    -0.00648690    -0.00951891    -0.03909117    -0.01602476
       19.70000    -0.00687703       4672.884       11594.59       108.5445      0.1088475      0.1047005     0.00396558     -0.0103334       0.944595      -10.25932      0.0072667     0.00849667     0.00139418     0.01878764    -0.00290454    -0.00777339    -0.00951891    -0.03869984    -0.01607444
       19.80000    -0.00706272       4672.884       11591.65       108.3687      0.1087140      0.1061175     0.00258779     -0.0030139       0.945394      -10.21994      0.0205832     0.01023091     0.00069709     0.01979927    -0.00726134    -0.00834713    -0.00537030    -0.03889551    -0.01627317
       19.90001    -0.00724842       4662.447       11554.35       108.5449      0.1090103      0.1054090     0.00327669      0.0002870       0.975075      -10.24330      0.0129941     0.01231200     0.00000000     0.01430748    -0.00929451    -0.00502074    -0.00692603    -0.03909117    -0.01627317
       20.00000    -0.00724842       4669.408       11523.45       108.5012      0.1086969      0.1057633     0.00241557     -0.0071760       0.940048      -10.24594      0.0028211     0.01265885    -0.00104563    -0.01054996    -0.00638998    -0.00589252    -0.00381458    -0.03899334    -0.01632285
       20.10000    -0.00724842       4672.886       11593.88       108.5013      0.1085653      0.1055862     0.00224334      0.0040186       0.926623      -10.05802     -0.0096835     0.01075118    -0.00139418    -0.01271778    -0.00813271    -0.00684293    -0.00329600    -0.03899334    -0.01622349
       20.20000    -0.00687703       4676.367       11614.75       108.5451      0.1073685      0.1061175     0.00293224      0.0012917       0.936095      -10.05899      0.0235814     0.01040433    -0.00278835    -0.00635888    -0.01597493    -0.00354260    -0.00174028    -0.03909117    -0.01622349
       20.30000    -0.00706272       4672.884       11614.75       108.5453      0.1068755      0.1061175     0.00258779      0.0045926       0.936461      -10.16817     -0.0014035     0.00953721    -0.00418253     0.00274589    -0.00697087    -0.00219396    -0.00122170    -0.03909117    -0.01627317
       20.40001    -0.00687703       4658.967       11553.64       108.5005      0.1086993      0.1061175     0.00362114     -0.0025834       0.935673      -10.06036     -0.0863946     0.01057776    -0.00418253    -0.00404657     0.00029045     0.00154739    -0.00122170    -0.03909117    -0.01607444
       20.50001    -0.00650563       4672.886       11571.52       108.3689      0.1068424      0.1075346     0.00224334     -0.0020093       0.916191      -10.04789     -0.0740762     0.00884352    -0.00418253    -0.00346852     0.00726131    -0.00333375     0.00240833    -0.03889551    -0.01567697
       20.60000    -0.00687703       4679.845       11573.75       108.5008      0.1074021      0.1064718     0.00327669      0.0012917       0.916553      -10.05898      0.0104928     0.00971064    -0.00313690    -0.01242871    -0.00232364    -0.00213155     0.00085260    -0.03889551    -0.01577634
       20.70000    -0.00724842       4672.886       11533.51       108.5013      0.1075314      0.1075346     0.00224334     -0.0086112       0.935009      -10.14833     -0.0598426     0.00676243    -0.00453107    -0.00404656    -0.00755176     0.00058747     0.00292691    -0.03899334    -0.01597507
       20.80000    -0.00687703       4679.843       11603.18       108.4573      0.1072850      0.1080660     0.00207112      0.0045926       0.926688      -10.05781     -0.0891477     0.00884352    -0.00418253     0.00043356     0.00668042     0.00056432     0.00344548    -0.03889551    -0.01592539
       20.90001    -0.00724842       4672.884       11574.50       108.5451      0.1075982      0.1075346     0.00293224      0.0068890       0.917170      -10.05699     -0.0778878     0.00676243    -0.00348544     0.00231232     0.00784223    -0.00032589     0.00240833    -0.03899334    -0.01577634
       21.00001    -0.00687703       4676.365       11543.57       108.5007      0.1078616      0.1084202     0.00327669      0.0041621       0.955958      -10.19285     -0.0608610     0.00919037    -0.00278835     0.00028904     0.00232364     0.00018749     0.00500121    -0.03889551    -0.01567697
       21.10000    -0.00724842       4658.967       11579.67       108.8538      0.1088129      0.1075346     0.00362114     -0.0045926       0.915908      -10.06107     -0.0299186     0.00676243    -0.00278835    -0.00462465     0.00871361    -0.00218085     0.00292691    -0.03899334    -0.01567697
       21.20000    -0.00799120       4648.530       11533.51       108.5012      0.1073352      0.1082431     0.00258779     -0.0045926       0.945220      -10.19596     -0.0476454     0.00849667    -0.00139418    -0.00057808    -0.00116181    -0.00027557     0.00551979    -0.03909117    -0.01557761
       21.30000    -0.00724842       4690.284       11564.44       108.5451      0.1075982      0.1089516     0.00293224      0.0051667       0.946295      -10.24154     -0.0878731     0.00676243    -0.00278835     0.01040545     0.00000000    -0.00006837     0.00655694    -0.03889551    -0.01567697
       21.40001    -0.00706272       4672.886       11524.16       108.5449      0.1076317      0.1091287     0.00327669     -0.0005741       0.935892      -10.19454     -0.0528410     0.00988406    -0.00139418    -0.01112803     0.00000000    -0.00156822     0.00707552    -0.03899334    -0.01557761
       21.50001    -0.00687703       4686.802       11574.50       108.5451      0.1071388      0.1094830     0.00293224     -0.0020093       0.925964      -10.14599     -0.0542981     0.00537504    -0.00278835     0.00592531    -0.00116181    -0.00031892     0.00707552    -0.03889551    -0.01567697
       21.60001    -0.00724842       4679.843       11574.47       108.5449      0.1068276      0.1089516     0.00327669      0.0140649       0.898416       -9.99314     -0.1024545     0.01075118    -0.00139418     0.00867118     0.00813270     0.00290306     0.00707552    -0.03869984    -0.01562729
       21.70000    -0.00650563       4686.804       11599.77       108.8528      0.1057631      0.1103686     0.00534338      0.0132038       0.937415      -10.05476     -0.0610493     0.00658900    -0.00139418    -0.01300679     0.00697089     0.00068903     0.00707552    -0.03889551    -0.01537887
       21.80000    -0.00724842       4672.884       11599.77       108.8526      0.1070602      0.1094830     0.00568782      0.0054538       0.936565      -10.24146     -0.0435165     0.00919037     0.00000000     0.01372940     0.00784224    -0.00032578     0.00707552    -0.03889551    -0.01562729
       21.90001    -0.00743411       4665.924       11579.64       108.8522      0.1081609      0.1110772     0.00637672     -0.0034445       0.945361      -10.44082     -0.0545166     0.00849667     0.00000000     0.00216780     0.00058091     0.00015809     0.00707552    -0.03899334    -0.01557761
       22.00001    -0.00724842       4676.367       11549.48       108.8530      0.1106697      0.1116086     0.00499893     -0.0132038       0.958939      -10.44428     -0.0549245     0.00953721     0.00034854    -0.00722600     0.00464725    -0.00401246     0.01226127    -0.03889551    -0.01537887
       22.10001    -0.00780551       4690.286       11569.61       108.8536      0.1106844      0.1110772     0.00396558     -0.0160742       0.943962      -10.26136      0.0010733     0.00676243     0.00069709    -0.03381769    -0.00261408    -0.00202934     0.01174270    -0.03899334    -0.01552792
       22.20000    -0.00799120       4714.641       11560.30       108.8987      0.1086793      0.1117857     0.00224334     -0.0020093       0.906418      -10.04789     -0.0106112     0.00398764     0.00000000    -0.01040544    -0.00203317    -0.00165107     0.01122412    -0.03909117    -0.01567697
       22.30000    -0.00724842       4732.036       11600.56       108.8979      0.1068597      0.1123171     0.00362113      0.0152131       0.898544       -9.84558     -0.0763718     0.00468134     0.00034854     0.01011639     0.00116181    -0.00509235     0.01277985    -0.03909117    -0.01562729
       22.40001    -0.00724842       4704.203       11560.25       108.8973      0.1052366      0.1123171     0.00465448      0.0063149       0.907340       -9.94684     -0.0378492     0.00537504     0.00000000     0.00635888    -0.00580907    -0.00115690     0.01226127    -0.03899334    -0.01567697
       22.50001    -0.00761981       4693.764       11600.52       108.8971      0.1051552      0.1123171     0.00499893      0.0040185       0.907089       -9.97218      0.0028293     0.00572189    -0.00069709    -0.00404654    -0.00842315    -0.00108805     0.01277985    -0.03889551    -0.01602476
       22.60001    -0.00724842       4676.367       11599.77       108.8526      0.1041881      0.1132027     0.00568782      0.0117686       0.907944       -9.96943     -0.0237592     0.00468134    -0.00139418    -0.00924930     0.00116181    -0.00492450     0.01433558    -0.03889551    -0.01562729
       22.70000    -0.00724842       4672.886       11599.77       108.8518      0.1043217      0.1132027     0.00706562      0.0076066       0.897721       -9.84828     -0.0527744     0.00398764    -0.00069709    -0.01358488     0.00058090     0.00004044     0.01381700    -0.03899334    -0.01567697
       22.80000    -0.00724842       4665.924       11574.43       108.5427      0.1053576      0.1139112     0.00706562     -0.0028704       0.906341       -9.99915     -0.0894859     0.00260025    -0.00139418     0.01213966    -0.00435680    -0.00103595     0.01381700    -0.03909117    -0.01562729
       22.90001    -0.00761981       4648.530       11553.59       108.4987      0.1054561      0.1146198     0.00689339      0.0040186       0.907097       -9.97218     -0.0588778     0.00537504    -0.00139418    -0.00838217    -0.00058092    -0.00102208     0.01329843    -0.03909117    -0.01532919
       23.00001    -0.00706272       4665.926       11540.68       108.4982      0.1062291      0.1155054     0.00775451      0.0066019       0.922043      -10.04484     -0.0404007     0.00121286    -0.00174272    -0.01315132    -0.00929451     0.00337673     0.01277985    -0.03909117    -0.01567697
       23.10001    -0.00687703       4648.530       11568.62       108.3658      0.1078384      0.1165681     0.00775451     -0.0096158       0.954463      -10.41847     -0.0975759     0.00294710    -0.00278835    -0.01127258     0.00058092     0.00657308     0.01329843    -0.03899334    -0.01562729
       23.20000    -0.00724842       4676.367       11591.74       108.5433      0.1092781      0.1167453     0.00603228     -0.0180835       0.943750      -10.54411     -0.1048443    -0.00104165    -0.00139418    -0.01257325     0.02149355     0.00211346     0.01537273    -0.03889551    -0.01508078
       23.30000    -0.00687703       4728.558       11617.08       108.8532      0.1106363      0.1174538     0.00465448     -0.0057408       0.964645      -10.44162     -0.1054577     0.00086601     0.00069709     0.00722599     0.00871361     0.00183987     0.01485415    -0.03879767    -0.01527951
       23.40001    -0.00724842       4735.519       11597.65       108.8973      0.1106361      0.1188708     0.00465448     -0.0040186       0.974605      -10.45327     -0.1010756    -0.00034795     0.00034854    -0.00072262    -0.00116181     0.00251718     0.01485415    -0.03889551    -0.01547824
       23.50001    -0.00724842       4735.519       11600.66       109.0745      0.1092716      0.1181623     0.00362113     -0.0120557       0.973718      -10.44386     -0.0689754    -0.00017453     0.00069709    -0.04393408    -0.00290453     0.00459623     0.01381700    -0.03879767    -0.01537887
       23.60001    -0.00669133       4759.875       11622.30       109.1634      0.1087120      0.1179852     0.00258779     -0.0057408       0.935322      -10.25769     -0.0606796    -0.00849888     0.00000000    -0.06171005     0.00435680     0.00608396     0.01381700    -0.03860201    -0.01562729
       23.70001    -0.00650563       4735.519       11629.04       109.5608      0.1091704      0.1188708     0.00258779      0.0057408       0.956129      -10.38850     -0.1243378    -0.01162051     0.00139418    -0.04899232     0.00406635     0.00512305     0.01174270    -0.03879767    -0.01522983
       23.80000    -0.00724842       4714.641       11609.64       109.6045      0.1105003      0.1188708     0.00327669     -0.0015787       0.984640      -10.44017     -0.1295014    -0.01786378     0.00069709    -0.02370135    -0.00174271     0.00589005     0.00707552    -0.03899334    -0.01522983
       23.90001    -0.00669133       4714.639       11612.23       109.1636      0.1093679      0.1192251     0.00224334     -0.0103334       0.964131      -10.39422     -0.1169383    -0.01630296     0.00139418     0.00563623     0.00813270     0.00574895     0.00707552    -0.03879767    -0.01522983
       24.00001    -0.00706272       4704.203       11590.61       109.0756      0.1088587      0.1194023     0.00172667      0.0022963       0.921544      -10.19353     -0.1020598    -0.01751693     0.00209126     0.00722604     0.00755180     0.00340166     0.00707552    -0.03879767    -0.01552792
       24.10001    -0.00650563       4714.641       11620.81       109.0751      0.1075634      0.1195794     0.00258779      0.0094723       0.927223      -10.24003     -0.0369252    -0.01560926     0.00278835    -0.02615812     0.00174274     0.00480599     0.00551979    -0.03869984    -0.01537887
       24.20001    -0.00650563       4711.162       11617.94       109.0747      0.1076300      0.1202879     0.00327669      0.0018658       0.936158      -10.19370     -0.1051254    -0.02098541     0.00278835     0.02023277     0.01219903     0.00542913     0.00292691    -0.03894442    -0.01527951
       24.30000    -0.00724842       4700.721       11614.96       108.8981      0.1069412      0.1202879     0.00327669      0.0097594       0.897945       -9.99466     -0.1655188    -0.01266105     0.00487961     0.01907667     0.00697087     0.00364409     0.00085260    -0.03899334    -0.01527951
       24.40001    -0.00743411       4679.845       11614.92       108.8971      0.1071081      0.1202879     0.00499893      0.0071760       0.917204      -10.04464     -0.0642363    -0.01821062     0.00418253    -0.02630266     0.00348547     0.00173450    -0.00122170    -0.03909117    -0.01542856
       24.50001    -0.00724842       4683.325       11614.20       108.8532      0.1054667      0.1208193     0.00465448      0.0022963       0.906899      -10.04636     -0.0806357    -0.01630296     0.00557670     0.00086711    -0.00058091     0.00339625    -0.00122170    -0.03909117    -0.01537887
       24.60001    -0.00650563       4679.843       11634.29       108.8526      0.1053370      0.1217049     0.00568782      0.0094723       0.917460      -10.14193     -0.0598045    -0.01855747     0.00418253     0.00057809    -0.00058090     0.00043310    -0.00122170    -0.03879767    -0.01562729
       24.70001    -0.00724842       4672.886       11614.17       108.8524      0.1062894      0.1217049     0.00603227     -0.0068889       0.935209      -10.04963     -0.0394102    -0.01647639     0.00557670    -0.01459653     0.00522816    -0.00099039    -0.00485173    -0.03909117    -0.01547824
       24.80001    -0.00557715       4693.762       11614.20       108.8532      0.1069601      0.1224135     0.00465448     -0.0087547       0.934994      -10.05030     -0.0757255    -0.02029171     0.00487961     0.02341226    -0.00464727    -0.00061728    -0.00692603    -0.03899334    -0.01552792
       24.90001    -0.00687703       4679.843       11634.32       108.8532      0.1054667      0.1222363     0.00465448      0.0034445       0.897254      -10.04595      0.0069395    -0.01266105     0.00487961     0.02399035    -0.00348544    -0.00431546    -0.01003749    -0.03889551    -0.01557761
       25.00001    -0.00799120       4676.367       11622.11       108.8970      0.1052867      0.1238305     0.00517115      0.0083242       0.902676       -9.86029      0.0212929    -0.01612954     0.00418253    -0.00216776    -0.00232364    -0.00645822    -0.00951891    -0.03904226    -0.01562729
       25.10001    -0.00780551       4704.203       11672.41       108.8966      0.1044511      0.1231220     0.00603227      0.0011481       0.877463       -9.94867     -0.0197233    -0.01196736     0.00418253     0.02081089    -0.01103723    -0.00716857    -0.01263037    -0.03899334    -0.01582602
       25.20001    -0.00761981       4718.121       11652.29       108.8968      0.1034986      0.1245390     0.00568782      0.0076066       0.897713       -9.99544      0.0225629    -0.01214078     0.00209126     0.03121633    -0.01626538    -0.00631827    -0.01107464    -0.03909117    -0.01592539
       25.30001    -0.00743411       4714.639       11682.47       108.8958      0.1053887      0.1245390     0.00741006      0.0134909       0.898370       -9.99335      0.0571382    -0.00572410     0.00139418     0.04696900    -0.00145229    -0.00443255    -0.01366752    -0.03889551    -0.01602476
       25.40001    -0.00093475       4700.721       11632.17       108.8960      0.1054702      0.1248933     0.00706562     -0.0355930       0.941828      -10.23150     -0.0207256    -0.00364301     0.00139418     0.02355680    -0.00493771    -0.00320394    -0.01470467    -0.03899334    -0.01577634
       25.50001     0.00352195       4704.203       11669.56       108.8995      0.1053292      0.1263103     0.00086555     -0.0608524       0.929258      -10.26498     -0.0155225    -0.00034795     0.00034854     0.03352868    -0.01016587    -0.00268072    -0.01366752    -0.03899334    -0.01572666
       25.60001     0.00389335       4721.599       11689.76       108.9022      0.1062406      0.1261332    -0.00395672     -0.0419079       0.941117      -10.25826     -0.0045174     0.00260025    -0.00034854     0.01994379    -0.00348544    -0.00105583    -0.01366752    -0.03869984    -0.01552792
       25.70001     0.00426474       4700.721       11669.64       108.9043      0.1077116      0.1252475    -0.00774565     -0.0367412       0.961243      -10.40358     -0.0817636     0.00398765    -0.00034854     0.02760332     0.00261408     0.00016926    -0.01366752    -0.03889551    -0.01527951
       25.80001     0.00389335       4700.723       11689.79       108.9065      0.1090677      0.1245390    -0.01153457     -0.0406162       0.941299      -10.23329     -0.0849904     0.00710928     0.00000000    -0.00852667     0.00203317     0.00177541    -0.01107464    -0.03889551    -0.01513046
       25.90001     0.00389335       4676.367       11669.71       108.9088      0.1087821      0.1220592    -0.01566795     -0.0364541       0.902708       -9.98657     -0.0360636     0.00260025     0.00000000    -0.03121634     0.00087136    -0.00052086    -0.01314895    -0.03899334    -0.01498141
