Date file: /home/fk1j/ib9503_04/test_case9_hfb/hfb320_10.cdf
19 Variables plus time, with 601 values each

              T           DELV           PDYN         THRUST          TASCG          ALFCG            THE              Q           QDOT           AXCG           AZCG           AYCG              P              R           PDOT           RDOT          BETCG            PHI           DAIL           DRUD
              S            RAD             PA              N            M/S            RAD            RAD          RAD/S         RAD/S2           M/S2           M/S2           M/S2          RAD/S          RAD/S         RAD/S2         RAD/S2            RAD            RAD            RAD            RAD

       10.70000     0.00389335       4617.212       11584.51       107.5943      0.1015301      0.0659092    -0.03323480      0.0203799       0.792012       -8.86284     -0.1221834     0.00520161    -0.00766797    -0.02008834     0.01016590     0.00462432     0.03248574    -0.03821067    -0.01522983
       10.80000    -0.00260602       4610.252       11583.00       107.5042      0.0981559      0.0630752    -0.03013477      0.0515238       0.746513       -8.58201     -0.1058141    -0.00225562    -0.00697088    -0.05665181     0.01277994     0.00451960     0.03248574    -0.03801500    -0.01537887
       10.90000    -0.01207650       4606.775       11624.54       107.5880      0.0952585      0.0602411    -0.02221246      0.1128068       0.714016       -8.43759     -0.1399849    -0.00433671    -0.00522816    -0.01055000     0.01103722     0.00515111     0.03248574    -0.03801500    -0.01557761
       11.00000    -0.01597607       4620.693       11615.10       107.6245      0.0936047      0.0598868    -0.00860677      0.1360570       0.721314       -8.42929     -0.0968429    -0.00572410    -0.00487961    -0.02919308     0.00406637     0.00397338     0.03248574    -0.03811284    -0.01592539
       11.10000    -0.01597607       4603.293       11595.64       107.6617      0.0922743      0.0593554     0.00362114      0.1090753       0.723214       -8.45114     -0.0901781    -0.00988627    -0.00418253    -0.03237247     0.00726132     0.00697099     0.03041143    -0.03816175    -0.01602476
       11.20000    -0.01597607       4596.338       11645.74       107.6562      0.0931033      0.0607725     0.01326568      0.0911353       0.760388       -8.65373     -0.1333632    -0.01162051    -0.00348544    -0.01271778     0.00580907     0.00624499     0.03041143    -0.03811284    -0.01567697
       11.30000    -0.01671887       4592.856       11602.57       107.4748      0.0931452      0.0613039     0.02187688      0.0740564       0.787933       -8.99092     -0.1176832    -0.01266105    -0.00278835    -0.00563630     0.01394179     0.00974638     0.02833713    -0.03801500    -0.01567697
       11.40000    -0.01746166       4568.499       11585.31       107.4713      0.0951317      0.0650236     0.02807694      0.0562599       0.834941       -9.24251     -0.1181646    -0.01266105    -0.00069709     0.00953834     0.02323629     0.00694347     0.02626282    -0.03811284    -0.01557761
       11.50000    -0.01746166       4582.419       11608.28       107.6449      0.0977013      0.0678576     0.03324366      0.0444912       0.872846       -9.56554     -0.1477302    -0.01144709     0.00139418    -0.00202330     0.01394178     0.00658363     0.02366995    -0.03791717    -0.01557761
       11.60000    -0.01764739       4568.501       11605.29       107.4664      0.1010316      0.0721087     0.03668814      0.0206669       0.928941      -10.01548     -0.1275505    -0.01335475     0.00209126    -0.02572460     0.00638999     0.00683080     0.02366995    -0.03811284    -0.01567697
       11.70000    -0.01783306       4568.501       11605.29       107.4660      0.1047760      0.0756513     0.03737704      0.0005741       0.965837      -10.24335     -0.0885255    -0.01578269     0.00278835    -0.01604174     0.00232364     0.00480110     0.02315137    -0.03791717    -0.01587570
       11.80000    -0.01059091       4575.460       11605.29       107.4666      0.1083514      0.0791939     0.03634369     -0.0391810       1.010295      -10.55175     -0.0762061    -0.01647639     0.00278835    -0.00520272     0.00609952     0.00496005     0.01952134    -0.03791717    -0.01577634
       11.90000    -0.00799120       4582.419       11615.41       107.4703      0.1113861      0.0829136     0.02979918     -0.0717601       1.045643      -10.85756     -0.1142964    -0.01717008     0.00418253    -0.00997187     0.01858899     0.00140885     0.01952134    -0.03801500    -0.01567697
       12.00000    -0.00836259       4585.897       11575.33       107.4741      0.1150929      0.0853934     0.02308245     -0.0617137       1.085709      -11.05015     -0.0886049    -0.01821062     0.00592525    -0.00289043     0.00668046    -0.00006599     0.01537273    -0.03801500    -0.01567697
       12.10000    -0.00724842       4589.376       11605.48       107.4773      0.1175223      0.0866333     0.01739905     -0.0588433       1.115255      -11.06137      0.0049918    -0.01769035     0.00557670     0.00433563     0.00000000    -0.00108528     0.01381700    -0.03781933    -0.01577634
       12.20000    -0.00799120       4592.854       11606.99       107.5691      0.1192105      0.0891131     0.01119899     -0.0624312       1.114799      -11.06262     -0.0264156    -0.01717008     0.00592525     0.01965473    -0.00842317    -0.00168465     0.01174270    -0.03772150    -0.01592539
       12.30000    -0.00780551       4589.376       11575.49       107.4841      0.1200154      0.0905301     0.00534337     -0.0476486       1.096843      -11.05737     -0.0619256    -0.01404845     0.00418253     0.02500196    -0.00638996    -0.00036246     0.01122412    -0.03772150    -0.01597507
       12.40000    -0.00743411       4624.169       11628.58       107.4863      0.1196435      0.0892902     0.00155445     -0.0396115       1.068402      -11.01772     -0.0289862    -0.01266105     0.00487961     0.00809318     0.00638996    -0.00091075     0.00707552    -0.03772150    -0.01602476
       12.50000    -0.00724842       4620.691       11608.54       107.4886      0.1192378      0.0896445    -0.00257893     -0.0307133       1.079154      -10.84288     -0.0460787    -0.01162052     0.00487961     0.03092732    -0.00697086    -0.00155523     0.00707552    -0.03772150    -0.01602476
       12.60000    -0.00724842       4617.209       11591.41       107.6664      0.1190357      0.0891131    -0.00464561     -0.0238243       1.050600      -10.79139     -0.0376053    -0.00745834     0.00383398     0.01011641    -0.00348545    -0.00029472     0.00707552    -0.03791717    -0.01602476
       12.70000    -0.00761981       4624.171       11591.45       107.6679      0.1178467      0.0891131    -0.00740120     -0.0198058       1.031509      -10.64281     -0.0112447    -0.00953943     0.00418253    -0.00953835    -0.00058092    -0.00098878     0.00655694    -0.03772150    -0.01602476
       12.80000    -0.00724842       4624.169       11589.98       107.5802      0.1168258      0.0884046    -0.00843454     -0.0076066       1.003540      -10.45455     -0.0503591    -0.00815204     0.00348544     0.02225610    -0.00900403    -0.00075183     0.00551979    -0.03772150    -0.01607444
       12.90000    -0.00743411       4610.250       11571.41       107.6689      0.1156102      0.0876961    -0.00912344     -0.0048797       0.994072      -10.44132     -0.0477372    -0.00572410     0.00278835     0.02341228     0.00000000    -0.00018422     0.00551979    -0.03791717    -0.01587570
       13.00000    -0.00724842       4620.691       11541.29       107.6690      0.1135256      0.0868104    -0.00929566      0.0043056       0.965770      -10.25412     -0.0482042    -0.00364301     0.00348544     0.02283417     0.00987539    -0.00089135     0.00500121    -0.03830850    -0.01597507
       13.10000    -0.00817690       4620.691       11556.34       107.8010      0.1130365      0.0852163    -0.00843454      0.0057408       0.946382      -10.05741     -0.0500278    -0.00156192     0.00418253     0.00534726    -0.00464725    -0.00241013     0.00292691    -0.03869984    -0.01592539
       13.20000    -0.00724842       4624.171       11574.21       107.6683      0.1101974      0.0848620    -0.00809009      0.0104770       0.937126      -10.04346     -0.0077131    -0.00225562     0.00278835    -0.00173422    -0.00871358    -0.00357778     0.00500121    -0.03889551    -0.01602476
       13.30000    -0.00743411       4634.610       11584.26       107.6674      0.1095620      0.0837992    -0.00636785      0.0146390       0.927803      -10.04198     -0.0009661    -0.00104165     0.00278835     0.02659171     0.00116181    -0.00422143     0.00292691    -0.03899334    -0.01617381
       13.40000    -0.00724842       4631.128       11562.18       108.1524      0.1084016      0.0834450    -0.00533451      0.0111946       0.917650       -9.96963     -0.0197001     0.00260025     0.00278835     0.03497386     0.00116181    -0.00525788     0.00240833    -0.03909117    -0.01607444
       13.50000    -0.00799120       4645.047       11562.18       108.1516      0.1080765      0.0834450    -0.00395672      0.0163613       0.908444       -9.85744     -0.0254093     0.00537504     0.00278835     0.02240063    -0.00813270    -0.00370098     0.00344548    -0.03938467    -0.01607444
       13.60000    -0.00706272       4645.047       11582.26       108.1507      0.1070955      0.0827365    -0.00223448      0.0143520       0.908218       -9.85815     -0.0084722     0.00710928     0.00139418     0.01503011    -0.00755180    -0.00534394     0.00396406    -0.03909117    -0.01617381
       13.70000    -0.00724842       4638.089       11582.26       108.1501      0.1067368      0.0827365    -0.00120113      0.0083242       0.897782       -9.84803      0.0184569     0.00814982     0.00139418    -0.00462464    -0.00203319    -0.00647579     0.00448264    -0.03909117    -0.01612412
       13.80000    -0.00724842       4634.609       11603.11       108.1939      0.1064594      0.0827365    -0.00051224      0.0044491       0.897354       -9.80035     -0.0017496     0.00676243     0.00069709     0.00000000    -0.00929451    -0.00592785     0.00396406    -0.03909117    -0.01627317
       13.90000    -0.00650563       4638.087       11583.00       108.1937      0.1064929      0.0827365    -0.00016779      0.0054538       0.887692       -9.84905      0.0091353     0.00814982    -0.00034854     0.00115617    -0.01103724    -0.00638813     0.00655694    -0.03909117    -0.01637254
       14.00000    -0.00724842       4627.650       11532.72       108.1932      0.1057727      0.0832679     0.00069333      0.0109075       0.898064       -9.84711      0.0164391     0.00710928    -0.00139418     0.00635887    -0.00813271    -0.00669811     0.00707552    -0.03938467    -0.01622349
       14.10000    -0.00706272       4624.169       11542.01       108.1483      0.1049713      0.0827365     0.00189890      0.0117687       0.907932       -9.84680     -0.0018562     0.00953721    -0.00209126     0.01907665    -0.01074680    -0.00434431     0.00707552    -0.03928684    -0.01617381
       14.20000    -0.00724842       4631.128       11582.97       108.1919      0.1050720      0.0834450     0.00293224      0.0087547       0.897832       -9.84787     -0.0112539     0.01023091    -0.00348544     0.00115618    -0.01219903    -0.00071352     0.00707552    -0.03928684    -0.01627317
       14.30000    -0.00687703       4631.128       11562.11       108.1473      0.1051392      0.0834450     0.00362114      0.0050232       0.897424       -9.84919     -0.0400293     0.01023091    -0.00418253     0.00549177     0.00058090    -0.00064579     0.00707552    -0.03909117    -0.01617381
       14.40000    -0.00724842       4624.169       11562.82       108.1913      0.1051726      0.0836221     0.00396558      0.0017222       0.887289       -9.82584     -0.0549097     0.01127145    -0.00348544     0.00650341     0.00871358     0.00050993     0.00707552    -0.03928684    -0.01592539
       14.50000    -0.00650563       4631.130       11585.08       108.1470      0.1051896      0.0848620     0.00413781      0.0057408       0.897503       -9.79990     -0.0638524     0.01127145    -0.00278835    -0.00332398     0.00348545     0.00011764     0.01174270    -0.03928684    -0.01577634
       14.60000    -0.00706272       4624.171       11564.97       108.1466      0.1052736      0.0848620     0.00499893      0.0043056       0.907120       -9.86172     -0.0711538     0.01075118    -0.00278835    -0.00578084    -0.00029045    -0.00329612     0.01174270    -0.03918901    -0.01567697
       14.70000    -0.00706272       4645.049       11585.08       108.1466      0.1052736      0.0853934     0.00499893      0.0033009       0.907010       -9.97244     -0.0579946     0.01005748    -0.00278835    -0.01271778    -0.00174272    -0.00151279     0.01381700    -0.03909117    -0.01582602
