Data file: /home/fk1j/attas/aiaa_general/check_stall/stall_f623_qst01.cdf
44 Variables plus time, with 3001 values each

              T           AXCG           AYCG           AZCG          AYCKP          AZCKP           PRGX           QRGY           RRGZ            PHI            THE            PSI           ALCG           BECG         VTASCG           HQNH           PDOT           QDOT           RDOT          HRADIO          VCAS           DELV          IHTRM          N1T1L          N1T2R          DLC_L          DLC_R         DAIL_L         DAIL_R           DRUD           MACH            SAT          PSTAT            RHO          PHLAT          LALON           FN_L           FN_R         FUELUS         BETDOT             FW          ALDOT           FLAP         DSPL_L         DSPL_R
              s         M/S**2         M/S**2         M/S**2         M/S**2         M/S**2          DEG/S          DEG/S          DEG/S            DEG            DEG            DEG            DEG            DEG            M/S              M         DEG/S2         DEG/S2         DEG/S2              M            M/S            DEG            DEG        PROZENT        PROZENT            DEG            DEG            DEG            DEG            DEG             --             °K             PA          Kg/m3            DEG            DEG              N              N             KG          DEG/S             --          DEG/S            DEG            DEG            DEG

       107.7200       1.481420      0.3109381      -10.30542       0.260518      -10.55322     0.00840795      0.0154631     0.00327528     -0.0062318      0.1389212       0.104790        6.67115      -1.519927       93.31473       5009.388      0.0033887     -0.0018208    -0.00778674       787.8696       74.38545      0.0370979    -0.03941801       84.46441       84.46924    -0.01507330    -0.01470978    -0.02604070     0.00655258    -0.02578336      0.2978125       252.8946       54180.11      0.7463430      0.9381012      0.1900159       11381.29       11383.09       2006.000     -0.0136033   0.000000E+00     -0.0038464     0.02194927    0.001501158    0.003181994
       107.7600       1.419903      0.2074835      -10.56569       0.260518      -10.27069     0.00912738      0.0140204     0.00327528     -0.0059442      0.1393046       0.104886        6.66169      -1.514049       93.18628       5009.541      0.0012790     -0.0034284    -0.00844856       787.8696       74.38545      0.0382228    -0.03932385       84.30793       84.62582    -0.01491914    -0.01470978    -0.02585468     0.00693080    -0.02466011      0.2978125       252.9065       54180.11      0.7463078      0.9381012      0.1900159       11330.11       11448.73       2006.000     -0.0288078   0.000000E+00     -0.0043646     0.02187159    0.001501158    0.003181994
       107.8000       1.457760      0.2074835      -10.54202       0.212384      -10.29424     0.00912738      0.0125779     0.00255740     -0.0057524      0.1395923       0.105078        6.65182      -1.506668       93.19759       5009.541     -0.0006749     -0.0033539    -0.00872112       787.8696       74.40154      0.0393477    -0.03960630       84.51656       84.70412    -0.01506155    -0.01460964    -0.02604070     0.00711989    -0.02466011      0.2979375       252.9055       54180.11      0.7463109      0.9381012      0.1900159       11408.43       11478.41       2006.000      0.0088020   0.000000E+00     -0.0043764     0.02194927    0.001501158    0.003181994
       107.8400       1.486153      0.2715266      -10.42372       0.188317      -10.36487     0.00840795      0.0132991     0.00255740     -0.0055607      0.1399758       0.105174        6.64241      -1.498798       93.33700       5009.693     -0.0019321     -0.0007077    -0.00892628       787.8696       74.40154      0.0415974    -0.03960630       84.51656       84.75631    -0.01508937    -0.01480992    -0.02585468     0.00693080    -0.02353680      0.2979375       252.8925       54180.11      0.7463491      0.9381043      0.1900159       11400.59       11490.02       2006.000     -0.0024007   0.000000E+00     -0.0040347     0.02194927    0.001501158    0.003181994
       107.8800       1.490885      0.3257172      -10.61301       0.260518      -10.29424     0.00984669      0.0111352     0.00255740     -0.0054648      0.1402634       0.105174        6.63367      -1.490372       93.61267       5009.845     -0.0026795      0.0027885    -0.00929120       787.8696       74.40154      0.0425348    -0.03941801       84.46441       84.70412    -0.01546092    -0.01492170    -0.02604070     0.00693080    -0.02353680      0.2979375       252.8669       54180.11      0.7464248      0.9381043      0.1900159       11365.65       11455.02       2006.000     -0.0200047   0.000000E+00     -0.0034944     0.02194927    0.001501158    0.003181994
       107.9200       1.476688      0.2419684      -10.61301       0.188317      -10.15298     0.00840795      0.0147418     0.00183952     -0.0051772      0.1406469       0.105269        6.62667      -1.484788       93.95381       5009.845     -0.0033294      0.0035195    -0.00967773       787.8696       74.42564      0.0430973    -0.03960630       85.01206       84.83460    -0.01520396    -0.01470978    -0.02622673     0.00730902    -0.02278793      0.2980000       252.8350       54206.54      0.7468829      0.9381043      0.1900159       11556.76       11490.60       2006.000      0.0520134   0.000000E+00     -0.0028295     0.02187159    0.001501158    0.003181994
       107.9600       1.495617      0.3060114      -10.37640       0.260518      -10.36487     0.00912738      0.0140204     0.00112164     -0.0050813      0.1409345       0.105365        6.62126      -1.485637       94.22500       5009.998     -0.0040622     -0.0010011    -0.00969888       787.8696       74.42564      0.0430973    -0.03941801       84.54264       84.93900    -0.01491914    -0.01470978    -0.02604070     0.00711989    -0.02241355      0.2980000       252.8096       54206.54      0.7469580      0.9381043      0.1900159       11366.51       11514.19       2006.000      0.0312083   0.000000E+00     -0.0021920     0.02194927    0.001501158    0.003181994
       108.0000       1.457760      0.3060114      -10.63667       0.260518      -10.12943     0.00840795      0.0132991     0.00112164     -0.0048896      0.1412221       0.105365        6.61685      -1.490568       94.31374       5010.150     -0.0048309     -0.0100249    -0.00918399       787.8696       74.42564      0.0417849    -0.03960630       84.69912       85.01729    -0.01491914    -0.01482155    -0.02566862     0.00674167    -0.02166468      0.2980000       252.8013       54206.54      0.7469825      0.9381073      0.1900159       11419.81       11538.34       2006.000     -0.0120027   0.000000E+00     -0.0018390     0.02194927    0.001501158    0.002998888
       108.0400       1.509814      0.2666008      -10.09247       0.140183      -10.29424     0.00768852      0.0147418     0.00040376     -0.0046019      0.1414139       0.105461        6.61275      -1.495303       94.23614       5010.150     -0.0053819     -0.0197585    -0.00847236       787.8696       74.44172      0.0423473    -0.03951216       84.98598       85.14778    -0.01506155    -0.01480992    -0.02566862     0.00579610    -0.02129024      0.2980625       252.8086       54206.54      0.7469610      0.9381073      0.1900159       11531.62       11588.05       2006.000     -0.0368096   0.000000E+00     -0.0020938     0.02194927    0.001501158    0.003181994
       108.0800       1.495617      0.3060114      -10.42372       0.332719      -10.20006     0.00840795      0.0104140     0.00040376     -0.0045061      0.1416056       0.105461        6.60693      -1.496610       94.01530       5010.302     -0.0053584     -0.0251682    -0.00812953       787.8696       74.44172      0.0414099    -0.03913556       85.09030       85.12168    -0.01530679    -0.01480992    -0.02511051     0.00579610    -0.02091581      0.2980625       252.8293       54206.54      0.7468999      0.9381073      0.1900159       11581.45       11591.96       2006.000      0.0032007   0.000000E+00     -0.0032805     0.02187159    0.001501158    0.003181994
       108.1200       1.462492      0.2222636      -10.44738       0.212384      -10.24715     0.00840795      0.0104140     0.00040376     -0.0044102      0.1417974       0.105461        6.59734      -1.490078       93.80161       5010.455     -0.0046285     -0.0224629    -0.00843385       787.8696       74.44172      0.0412225    -0.03951216       85.09030       85.25217    -0.01506155    -0.01480992    -0.02492449     0.00579610    -0.02054137      0.2980625       252.7711       54206.54      0.7470717      0.9381073      0.1900159       11597.12       11651.34       2006.000      0.0216051   0.000000E+00     -0.0054205     0.02187159    0.001501158    0.003181994
       108.1600       1.410438      0.2370427      -10.63667       0.140183      -10.12943     0.00768852      0.0104140    -0.00031412     -0.0042184      0.1419891       0.105461        6.58228      -1.474664       93.73447       5010.455     -0.0033053     -0.0112410    -0.00921622       787.8696       74.46584      0.0400976    -0.03941801       84.95991       85.35656    -0.01480456    -0.01492170    -0.02436635     0.00503966    -0.02016693      0.2981875       252.7774       54180.11      0.7466890      0.9381073      0.1900159       11549.66       11685.59       2006.000     -0.0592152   0.000000E+00     -0.0078734     0.02194927    0.001501158    0.002998888
       108.2000       1.471956      0.2863066      -10.44738       0.260518      -10.27069     0.00696909      0.0096927    -0.00103199     -0.0040267      0.1421809       0.105365        6.56214      -1.456931       93.75026       5010.760     -0.0018369      0.0052823    -0.01008455       787.8696       74.46584      0.0397227    -0.03951216       85.14246       85.46095    -0.01506155    -0.01480992    -0.02455240     0.00503966    -0.01979256      0.2981875       252.7759       54180.11      0.7466934      0.9381073      0.1900159       11612.98       11719.67       2006.000      0.0600162   0.000000E+00     -0.0096644     0.02194927    0.001501158    0.002998888
       108.2400       1.476688      0.2666008      -10.44738       0.188317      -10.27069     0.00768852      0.0096927    -0.00103199     -0.0039308      0.1423726       0.105365        6.53912      -1.442595       93.76720       5010.912     -0.0011445      0.0214275    -0.01071934       787.8696       74.46584      0.0389727    -0.03922971       85.35109       85.59144    -0.01506155    -0.01480992    -0.02455240     0.00560701    -0.01941812      0.2981875       252.7744       54180.11      0.7466980      0.9381102      0.1900189       11681.89       11762.42       2006.000      0.0168039   0.000000E+00     -0.0102245     0.02194927    0.001501158    0.003181994
       108.2800       1.438831      0.2813799      -10.18712       0.188317      -10.20006     0.00696909      0.0096927    -0.00103199     -0.0036432      0.1424685       0.105269        6.51661      -1.432275       93.77452       5010.912     -0.0022831      0.0310892    -0.01103216       787.8696       74.49799      0.0385978    -0.03932385       85.16854       85.61754    -0.01491914    -0.01470978    -0.02455240     0.00579610    -0.01904368      0.2983125       252.7737       54180.11      0.7467000      0.9381102      0.1900189       11621.47       11771.90       2006.000     -0.0520132   0.000000E+00     -0.0096553     0.02194927    0.001501158    0.003181994
       108.3200       1.528743      0.2321160      -10.02149       0.260518      -10.31778     0.00840795      0.0140204    -0.00246775     -0.0035473      0.1426602       0.105269        6.49560      -1.427475       93.73746       5011.217     -0.0055108      0.0309983    -0.01109840       787.8696       74.49799      0.0380353    -0.03951216       85.50757       85.59144    -0.01494696    -0.01449784    -0.02492449     0.00522879    -0.01904368      0.2983125       252.7771       54180.11      0.7466899      0.9381102      0.1900189       11737.17       11765.28       2006.000      0.0504131   0.000000E+00     -0.0085649     0.02194927    0.001501158    0.003181994
       108.3600       1.448295      0.2222636      -10.49470       0.212384      -10.15298     0.00768852      0.0147418    -0.00246775     -0.0034515      0.1427561       0.105174        6.47686      -1.426756       93.70406       5011.369     -0.0097408      0.0223466    -0.01084891       787.8696       74.49799      0.0378478    -0.03941801       85.69012       85.74802    -0.01520396    -0.01470978    -0.02436635     0.00617436    -0.01866925      0.2983125       252.7802       54180.11      0.7466806      0.9381132      0.1900189       11800.28       11819.69       2006.000      0.0592159   0.000000E+00     -0.0077308     0.02187159    0.001501158    0.002998888
       108.4000       1.471956      0.1483672      -10.23444       0.260518      -10.20006     0.00624979      0.0176270    -0.00246775     -0.0033556      0.1430437       0.104982        6.46004      -1.426136       93.76637       5011.369     -0.0130714      0.0097909    -0.01002876       787.8696       74.49799      0.0378478    -0.03941801       85.16854       85.77412    -0.01491914    -0.01470978    -0.02418032     0.00579610    -0.01829481      0.2983125       252.7744       54180.11      0.7466978      0.9381132      0.1900189       11621.93       11824.86       2006.000     -0.0072017   0.000000E+00     -0.0075108     0.02194927    0.001501158    0.002998888
       108.4400       1.462492      0.1286614      -10.16345       0.116116      -10.15298     0.00553036      0.0125779    -0.00318563     -0.0032597      0.1432355       0.104886        6.44280      -1.424111       93.85644       5011.521     -0.0138123     -0.0009272    -0.00864224       787.8696       74.49799      0.0380353    -0.03932385       85.37717       85.72193    -0.01506155    -0.01470978    -0.02362221     0.00522879    -0.01829481      0.2983125       252.7660       54180.11      0.7467226      0.9381132      0.1900189       11686.65       11802.18       2006.000     -0.0688184   0.000000E+00     -0.0074974     0.02194927    0.001501158    0.003181994
       108.4800       1.443563      0.2074835      -10.32908       0.188317      -10.20006     0.00553036      0.0147418    -0.00390351     -0.0032597      0.1435231       0.104790        6.42584      -1.420388       93.87289       5011.827     -0.0115520     -0.0056397    -0.00720155       787.8696       74.49799      0.0380353    -0.03941801       85.37717       85.74802    -0.01506155    -0.01470978    -0.02343619     0.00598523    -0.01792037      0.2983125       252.7645       54180.11      0.7467272      0.9381132      0.1900189       11685.71       11809.98       2006.000     -0.0312085   0.000000E+00     -0.0070529     0.02194927    0.001501158    0.002998888
       108.5200       1.448295      0.2666008      -10.37640       0.188317      -10.10589     0.00624979      0.0140204    -0.00390351     -0.0031638      0.1437148       0.104598        6.41128      -1.414118       93.81124       5011.827     -0.0075581     -0.0037080    -0.00643933       787.8696       74.49799      0.0378478    -0.03932385       85.69012       85.87852    -0.01520396    -0.01480992    -0.02362221     0.00503966    -0.01792037      0.2983125       252.7702       54180.11      0.7467102      0.9381132      0.1900189       11794.11       11857.27       2006.000     -0.0176053   0.000000E+00     -0.0060152     0.02187159    0.001501158    0.003181994
       108.5600       1.490885      0.3257172      -10.13979       0.116116      -10.24715     0.00337219      0.0140204    -0.00390351     -0.0030680      0.1440025       0.104407        6.39937      -1.404974       93.63377       5011.979     -0.0040617      0.0024305    -0.00683915       787.8696       74.49799      0.0378478    -0.03941801       85.63796       85.82632    -0.01506155    -0.01492170    -0.02325013     0.00466144    -0.01754594      0.2983125       252.7868       54180.11      0.7466613      0.9381132      0.1900189       11786.83       11849.98       2006.000      0.0776216   0.000000E+00     -0.0046786     0.02194927    0.001501158    0.002998888
       108.6000       1.542939      0.2813799      -10.13979       0.260518      -10.03526     0.00481093      0.0147418    -0.00390351     -0.0031638      0.1442901       0.104311        6.38986      -1.394883       93.41809       5011.979     -0.0027232      0.0098533    -0.00829850       787.8696       74.49799      0.0378478    -0.03922971       85.55972       85.95681    -0.01491914    -0.01466702    -0.02325013     0.00503966    -0.01754594      0.2983125       252.7678       54180.11      0.7467174      0.9381163      0.1900189       11774.72       11907.92       2006.000     -0.0120039   0.000000E+00     -0.0033715     0.02194927    0.001501158    0.003181994
       108.6400       1.519278      0.2222636      -10.13979       0.260518      -10.20006     0.00553036      0.0154631    -0.00462139     -0.0030680      0.1446736       0.104119        6.38381      -1.384596       93.28715       5012.284     -0.0036040      0.0166989    -0.01002875       787.8696       74.50603      0.0378478    -0.03941801       85.79443       86.08730    -0.01506155    -0.01470978    -0.02399430     0.00579610    -0.01717156      0.2983750       252.7800       54180.11      0.7466815      0.9381163      0.1900189       11861.55       11959.84       2006.000      0.0264074   0.000000E+00     -0.0023014     0.02194927    0.001501158    0.003181994
       108.6800       1.519278      0.2370427      -10.02149       0.260518      -10.17652     0.00481093      0.0161843    -0.00533926     -0.0030680      0.1449612       0.103831        6.37981      -1.376203       93.27468       5012.588     -0.0055185      0.0221652    -0.01098722       787.8696       74.50603      0.0387852    -0.03922971       85.48149       86.19169    -0.01494696    -0.01470978    -0.02362221     0.00541788    -0.01717156      0.2983750       252.7811       54180.11      0.7466780      0.9381163      0.1900189       11757.30       11995.60       2006.000      0.0328088   0.000000E+00     -0.0015419     0.02194927    0.001501158    0.002998888
       108.7200       1.471956      0.2616742      -10.02149       0.164250      -10.15298     0.00481093      0.0140204    -0.00533926     -0.0030680      0.1453447       0.103640        6.37677      -1.367614       93.32886       5012.588     -0.0069217      0.0259107    -0.01060206       787.8696       74.50603      0.0382228    -0.03941801       85.63796       86.21778    -0.01506155    -0.01460964    -0.02362221     0.00541788    -0.01679713      0.2983750       252.7761       54180.11      0.7466928      0.9381192      0.1900189       11806.66       12001.24       2006.000     -0.0032007   0.000000E+00     -0.0009958     0.02194927    0.001501158    0.003181994
       108.7600       1.443563      0.1976311      -10.02149       0.164250      -10.10589     0.00265276      0.0197909    -0.00605702     -0.0030680      0.1457282       0.103448        6.37504      -1.354976       93.42058       5012.893     -0.0068019      0.0275460    -0.00911228       787.8696       74.50603      0.0382228    -0.03922971       85.55972       86.19169    -0.01520396    -0.01466702    -0.02380824     0.00503966    -0.01642269      0.2983750       252.7676       54153.69      0.7463539      0.9381192      0.1900189       11769.38       11981.31       2006.000     -0.0448118   0.000000E+00     -0.0006364     0.02187159    0.001501158    0.002998888
       108.8000       1.476688      0.2025578      -10.06881       0.260518      -10.27069     0.00409150      0.0205122    -0.00677490     -0.0031638      0.1460158       0.103064        6.37395      -1.339137       93.51579       5013.046     -0.0052471      0.0262658    -0.00734351       787.8696       74.50603      0.0382228    -0.03922971       85.58580       86.19169    -0.01494696    -0.01492170    -0.02325013     0.00503966    -0.01679713      0.2983750       252.7587       54153.69      0.7463800      0.9381192      0.1900189       11772.66       11975.82       2006.000      0.0056011   0.000000E+00     -0.0006506     0.02194927    0.001501158    0.003181994
       108.8400       1.476688      0.2961590      -10.28176       0.092049      -10.08235     0.00409150      0.0176270    -0.00605702     -0.0031638      0.1464952       0.102873        6.37190      -1.321959       93.57794       5013.046     -0.0034367      0.0215008    -0.00613210       787.8696       74.50603      0.0382228    -0.03941801       85.58580       85.93071    -0.01480456    -0.01460964    -0.02343619     0.00579610    -0.01642269      0.2983750       252.7529       54180.11      0.7467613      0.9381192      0.1900219       11774.86       11890.53       2006.000      0.0088020   0.000000E+00     -0.0010650     0.02194927    0.001501158    0.003181994
       108.8800       1.476688      0.1779253      -10.13979       0.260518      -10.22361     0.00265276      0.0219548    -0.00677490     -0.0031638      0.1468787       0.102681        6.36876      -1.305827       93.69576       5013.351     -0.0028499      0.0144667    -0.00585239       787.8696       74.50603      0.0380353    -0.03951216       85.69012       86.13949    -0.01491914    -0.01470978    -0.02380824     0.00541788    -0.01642269      0.2984375       252.7420       54153.69      0.7464295      0.9381192      0.1900219       11797.85       11948.51       2006.000     -0.0064015   0.000000E+00     -0.0015007     0.02194927    0.001501158    0.003181994
       108.9200       1.552403      0.2173369      -10.06881       0.188317      -10.15298     0.00409150      0.0212336    -0.00677490     -0.0032597      0.1474539       0.102489        6.36540      -1.294495       93.88369       5013.503     -0.0041960      0.0079876    -0.00627170       787.8696       74.51407      0.0380353    -0.03932385       85.89875       86.26998    -0.01491914    -0.01480992    -0.02343619     0.00466144    -0.01642269      0.2984375       252.7244       54153.69      0.7464814      0.9381192      0.1900219       11856.96       11981.43       2006.000      0.0520144   0.000000E+00     -0.0014714     0.02187159    0.001501158    0.002998888
       108.9600       1.429367      0.2567475      -10.04515       0.188317      -10.15298     0.00265276      0.0219548    -0.00749278     -0.0032597      0.1480292       0.102010        6.36276      -1.287343       94.12363       5013.503     -0.0071395      0.0048738    -0.00674523       787.8696       74.51407      0.0380353    -0.03913556       85.58580       86.32217    -0.01506155    -0.01470978    -0.02325013     0.00466144    -0.01604825      0.2984375       252.7020       54153.69      0.7465476      0.9381192      0.1900219       11738.33       11985.08       2006.000      0.0496130   0.000000E+00     -0.0006657     0.02187159    0.001501158    0.002998888
       109.0000       1.434099      0.1483672      -10.30542       0.188317      -10.12943     0.00409150      0.0212336    -0.00749278     -0.0033556      0.1484127       0.101722        6.36276      -1.275782       94.36840       5013.808     -0.0106212      0.0066301    -0.00668403       787.8696       74.51407      0.0384103    -0.03951216       85.66404       86.40047    -0.01506155    -0.01480992    -0.02306411     0.00466144    -0.01642269      0.2984375       252.6790       54180.11      0.7469798      0.9381222      0.1900219       11756.22       12003.06       2006.000     -0.0776205   0.000000E+00      0.0008954     0.02187159    0.001501158    0.003181994
       109.0400       1.500350      0.1335881      -10.02149       0.140183      -10.12943     0.00121391      0.0212336    -0.00749278     -0.0034515      0.1490838       0.101434        6.36685      -1.255567       94.56880       5013.960     -0.0133681      0.0123397    -0.00592375       787.8696       74.52210      0.0380353    -0.03932385       85.84660       86.47876    -0.01506155    -0.01466702    -0.02287805     0.00503966    -0.01604825      0.2984375       252.6602       54153.69      0.7466712      0.9381222      0.1900219       11800.07       12011.85       2006.000      0.0320085   0.000000E+00      0.0026987     0.02194927    0.001501158    0.002998888
       109.0800       1.547671      0.1877787      -10.09247       0.260518      -10.20006     0.00193334      0.0219548    -0.00821066     -0.0035473      0.1494673       0.100955        6.37476      -1.226666       94.62197       5013.960     -0.0144585      0.0180601    -0.00464375       787.8696       74.52210      0.0384103    -0.03932385       85.69012       86.34827    -0.01491914    -0.01449784    -0.02306411     0.00522879    -0.01604825      0.2984375       252.7880       54153.69      0.7462937      0.9381222      0.1900219       11738.76       11959.14       2006.000      0.0504137   0.000000E+00      0.0040311     0.02194927    0.001501158    0.003181994
       109.1200       1.524011      0.2370427       -9.95051       0.188317      -10.17652     0.00193334      0.0226761    -0.00821066     -0.0036432      0.1500425       0.100763        6.38454      -1.188947       94.51862       5014.112     -0.0137394      0.0189424    -0.00309832       787.8696       74.52210      0.0378478    -0.03932385       85.95091       86.42657    -0.01480456    -0.01456688    -0.02343619     0.00503966    -0.01604825      0.2984375       252.7977       54153.69      0.7462649      0.9381252      0.1900219       11832.01       11991.34       2006.000     -0.0280077   0.000000E+00      0.0045456     0.02194927    0.001501158    0.002998888
       109.1600       1.566600      0.1927044      -10.11613       0.188317      -10.22361    -0.00022483      0.0241187    -0.00821066     -0.0038350      0.1505219       0.100476        6.39468      -1.148713       94.33700       5014.417     -0.0116808      0.0129429    -0.00156954       787.8696       74.51407      0.0382228    -0.03951216       85.89875       86.34827    -0.01494696    -0.01460964    -0.02325013     0.00503966    -0.01567382      0.2984375       252.8148       54153.69      0.7462146      0.9381252      0.1900219       11824.99       11975.59       2006.000     -0.0184044   0.000000E+00      0.0043857     0.02194927    0.001501158    0.002998888
       109.2000       1.490885      0.1729996      -10.09247       0.260518      -10.22361     0.00049460      0.0262827    -0.00821066     -0.0040267      0.1511930       0.100188        6.40437      -1.113607       94.11898       5014.417     -0.0089314      0.0022782    -0.00026813       787.8696       74.51407      0.0382228    -0.03932385       85.71620       86.47876    -0.01494696    -0.01470978    -0.02325013     0.00522879    -0.01567382      0.2984375       252.8352       54153.69      0.7461542      0.9381252      0.1900219       11776.39       12031.93       2006.000      0.0368096   0.000000E+00      0.0039537     0.02194927    0.001501158    0.002998888
       109.2400       1.443563      0.1040299      -10.18712       0.116116      -10.27069    -0.00022483      0.0248400    -0.00821066     -0.0041226      0.1515765       0.099613        6.41319      -1.083856       93.95947       5014.570     -0.0062213     -0.0077575     0.00073975       787.8696       74.51407      0.0384103    -0.03932385       85.84660       86.40047    -0.01506155    -0.01470978    -0.02325013     0.00466144    -0.01567382      0.2984375       252.8501       54153.69      0.7461101      0.9381252      0.1900219       11829.24       12014.89       2006.000      0.0392103   0.000000E+00      0.0037628     0.02194927    0.001501158    0.002998888
       109.2800       1.528743      0.1582205      -10.30542       0.260518      -10.17652    -0.00022483      0.0233974    -0.00821066     -0.0043143      0.1522476       0.099325        6.42197      -1.056946       93.88901       5014.722     -0.0041735     -0.0119909     0.00142225       787.8696       74.50603      0.0380353    -0.03922971       85.69012       86.42657    -0.01491914    -0.01456688    -0.02325013     0.00428322    -0.01529938      0.2984375       252.8567       54153.69      0.7460907      0.9381252      0.1900219       11780.87       12027.72       2006.000      0.0360096   0.000000E+00      0.0041706     0.02194927    0.001501158    0.002998888
       109.3200       1.486153      0.2173369      -10.23444       0.164250      -10.31778    -0.00022483      0.0219548    -0.00821066     -0.0046019      0.1529187       0.099038        6.43243      -1.030820       93.86209       5014.722     -0.0029965     -0.0090617     0.00175943       787.8696       74.50603      0.0382228    -0.03951216       85.92483       86.73974    -0.01494696    -0.01480992    -0.02325013     0.00466144    -0.01567382      0.2984375       252.8592       54153.69      0.7460833      0.9381252      0.1900219       11861.05       12134.34       2006.000      0.0096032   0.000000E+00      0.0049771     0.02194927    0.001501158    0.002998888
       109.3600       1.481420      0.1483672      -10.32908       0.212384      -10.27069    -0.00022483      0.0219548    -0.00821066     -0.0046978      0.1533981       0.098750        6.44457      -1.001821       93.81357       5014.875     -0.0025567     -0.0020730     0.00172335       787.8696       74.50603      0.0382228    -0.03922971       85.92483       86.55705    -0.01491914    -0.01470978    -0.02306411     0.00485057    -0.01567382      0.2984375       252.8638       54153.69      0.7460699      0.9381282      0.1900249       11863.85       12075.85       2006.000     -0.0408108   0.000000E+00      0.0055334     0.02187159    0.001501158    0.002998888
       109.4000       1.538207      0.1877787      -10.49470       0.260518      -10.29424    -0.00094426      0.0226761    -0.00749278     -0.0049854      0.1540692       0.098175        6.45699      -0.969850       93.74411       5014.875     -0.0027458      0.0042248     0.00125230       787.8696       74.49799      0.0380353    -0.03941801       85.82051       86.58315    -0.01491914    -0.01470978    -0.02362221     0.00485057    -0.01529938      0.2983750       252.8703       54153.69      0.7460508      0.9381282      0.1900249       11832.31       12088.04       2006.000      0.0432112   0.000000E+00      0.0053605     0.02187159    0.001501158    0.002998888
       109.4400       1.467224      0.1680729      -10.42372       0.140183      -10.20006    -0.00094426      0.0255613    -0.00821066     -0.0051772      0.1545486       0.097887        6.46795      -0.939740       93.62796       5015.179     -0.0036889      0.0068155     0.00035081       787.8696       74.49799      0.0378478    -0.03922971       85.95091       86.50486    -0.01506155    -0.01470978    -0.02362221     0.00485057    -0.01567382      0.2983750       252.8811       54153.69      0.7460188      0.9381282      0.1900249       11882.69       12068.49       2006.000      0.0296079   0.000000E+00      0.0044440     0.02194927    0.001501158    0.002998888
       109.4800       1.495617      0.1729996      -10.51836       0.164250      -10.45904    -0.00022483      0.0233974    -0.00821066     -0.0054648      0.1553156       0.097600        6.47655      -0.912928       93.47691       5015.332     -0.0056114      0.0059819    -0.00074796       787.8696       74.49799      0.0378478    -0.03932385       85.95091       86.58315    -0.01491914    -0.01480992    -0.02325013     0.00428322    -0.01492494      0.2983750       252.8952       54153.69      0.7459773      0.9381312      0.1900249       11891.39       12103.49       2006.000     -0.0192046   0.000000E+00      0.0031187     0.02187159    0.001501158    0.003181994
       109.5200       1.533475      0.1286614      -10.51836       0.260518      -10.22361    -0.00094426      0.0226761    -0.00749278     -0.0056566      0.1557949       0.097024        6.48237      -0.888239       93.37339       5015.332     -0.0086207      0.0043691    -0.00159676       787.8696       74.49799      0.0376604    -0.03922971       86.15954       86.45267    -0.01520396    -0.01470978    -0.02287805     0.00466144    -0.01529938      0.2983750       252.9048       54153.69      0.7459490      0.9381312      0.1900249       11967.32       12065.68       2006.000      0.0416109   0.000000E+00      0.0020693     0.02187159    0.001501158    0.002998888
       109.5600       1.547671      0.1483672      -10.23444       0.092049      -10.27069    -0.00238311      0.0248400    -0.00821066     -0.0059442      0.1565619       0.096737        6.48651      -0.865477       93.30643       5015.636     -0.0122983      0.0040571    -0.00168928       787.8696       74.49799      0.0374729    -0.03941801       85.74228       86.55705    -0.01520396    -0.01470978    -0.02362221     0.00447235    -0.01492494      0.2983750       253.0594       54153.69      0.7454931      0.9381312      0.1900249       11824.66       12097.95       2006.000      0.0224063   0.000000E+00      0.0020484     0.02187159    0.001501158    0.002998888
       109.6000       1.613922      0.1385147      -10.70765       0.260518      -10.22361    -0.00094426      0.0226761    -0.00821066     -0.0062318      0.1570413       0.096449        6.49210      -0.842323       93.27734       5015.941     -0.0154058      0.0044246    -0.00073328       787.8696       74.49799      0.0382228    -0.03913556       85.76836       86.58315    -0.01480456    -0.01470978    -0.02362221     0.00466144    -0.01529938      0.2983750       253.0621       54153.69      0.7454851      0.9381312      0.1900249       11835.07       12108.39       2007.000     -0.0248070   0.000000E+00      0.0031860     0.02187159    0.001501158    0.003181994
       109.6400       1.476688      0.0498392      -10.49470       0.092049      -10.48258    -0.00310242      0.0248400    -0.00821066     -0.0065194      0.1577124       0.096161        6.50165      -0.816360       93.32487       5015.941     -0.0164482      0.0029356     0.00112161       787.8696       74.50603      0.0378478    -0.03960630       86.21170       86.53096    -0.01506155    -0.01456688    -0.02306411     0.00428322    -0.01492494      0.2984375       253.0577       54153.69      0.7454981      0.9381312      0.1900249       11981.58       12088.71       2007.000      0.0384101   0.000000E+00      0.0049248     0.02194927    0.001501158    0.003181994
       109.6800       1.599726      0.1631462      -10.68399       0.116116      -10.15298    -0.00310242      0.0248400    -0.00821066     -0.0069988      0.1584794       0.095586        6.51470      -0.789908       93.46611       5016.094     -0.0147334     -0.0023230     0.00334105       787.8696       74.50603      0.0380353    -0.03932385       85.71620       86.68755    -0.01520396    -0.01470978    -0.02287805     0.00409412    -0.01529938      0.2984375       253.0446       54127.26      0.7451729      0.9381312      0.1900249       11801.54       12127.15       2007.000      0.0072024   0.000000E+00      0.0065607     0.02194927    0.001501158    0.003181994
